loss,accuracy,val_loss,val_accuracy
0.6798571944236755,0.7971926331520081,0.6428171992301941,0.8452610969543457
0.5423033833503723,0.8477734923362732,0.41204074025154114,0.8471953868865967
0.3449075222015381,0.8705227375030518,0.28643810749053955,0.8916828036308289
0.25787353515625,0.9041626453399658,0.23595041036605835,0.9226305484771729
0.21566657721996307,0.9218296408653259,0.2206697314977646,0.924564778804779
0.19932204484939575,0.9293320178985596,0.21413350105285645,0.9235976934432983
0.192443385720253,0.9312681555747986,0.21124984323978424,0.9255319237709045
0.18590934574604034,0.9334462881088257,0.20713241398334503,0.9274661540985107
0.1811572164297104,0.9363504648208618,0.20238856971263885,0.9323017597198486
0.17754408717155457,0.936108410358429,0.20000457763671875,0.9323017597198486
0.17488481104373932,0.936834454536438,0.19635753333568573,0.9342359900474548
0.17046032845973969,0.9407066702842712,0.1995221972465515,0.9294003844261169
0.16793477535247803,0.9411907196044922,0.19310733675956726,0.9323017597198486
0.1643637716770172,0.9409486651420593,0.19006094336509705,0.9323017597198486
0.1609339416027069,0.9414327144622803,0.18836082518100739,0.9371373057365417
0.16003552079200745,0.9426428079605103,0.1858360320329666,0.9332688450813293
0.1555866301059723,0.9426428079605103,0.18434426188468933,0.9323017597198486
0.15373826026916504,0.9433688521385193,0.1808657944202423,0.9332688450813293
0.15216122567653656,0.9433688521385193,0.17971426248550415,0.9323017597198486
0.14911839365959167,0.9440948963165283,0.17977680265903473,0.9323017597198486
0.14781109988689423,0.9443368911743164,0.17524319887161255,0.9342359900474548
0.14516662061214447,0.9438528418540955,0.17348602414131165,0.9332688450813293
0.14278240501880646,0.9457889795303345,0.17222562432289124,0.9313346147537231
0.14127138257026672,0.9453049302101135,0.1696190983057022,0.9342359900474548
0.13878488540649414,0.9462729692459106,0.1683083176612854,0.9332688450813293
0.13660767674446106,0.9477250576019287,0.16746489703655243,0.9313346147537231
0.13501273095607758,0.9491771459579468,0.16597327589988708,0.9381044507026672
0.13441264629364014,0.9489351511001587,0.16266845166683197,0.9390715956687927
0.13193120062351227,0.9506292343139648,0.1622381955385208,0.9390715956687927
0.13203473389148712,0.952323317527771,0.16432011127471924,0.9313346147537231
0.12893164157867432,0.9525653719902039,0.16316519677639008,0.9332688450813293
0.12716512382030487,0.9528073668479919,0.1585025191307068,0.936170220375061
0.12630011141300201,0.9540174007415771,0.1595555692911148,0.9352030754089355
0.12627647817134857,0.952323317527771,0.1564953625202179,0.9371373057365417
0.124113067984581,0.9561955332756042,0.15736813843250275,0.9381044507026672
0.12188059836626053,0.9554694890975952,0.15453681349754333,0.9371373057365417
0.12075518816709518,0.954985499382019,0.1513647586107254,0.9429400563240051
0.12082811444997787,0.9561955332756042,0.15061889588832855,0.9419729113578796
0.11845523864030838,0.9559535384178162,0.1501522660255432,0.9448742866516113
0.1166456788778305,0.9571635723114014,0.14828267693519592,0.9429400563240051
0.11557716131210327,0.9574056267738342,0.14849717915058136,0.9448742866516113
0.11457802355289459,0.9559535384178162,0.1467643827199936,0.9506769776344299
0.11261869221925735,0.9593417048454285,0.14975008368492126,0.9439071416854858
0.11330891400575638,0.9590997099876404,0.14646431803703308,0.9477756023406982
0.11204160004854202,0.9586156606674194,0.14451931416988373,0.9477756023406982
0.11008818447589874,0.9595837593078613,0.14230777323246002,0.9545454382896423
0.10895585268735886,0.9615198373794556,0.14090906083583832,0.9477756023406982
0.10872434079647064,0.9620038866996765,0.14043781161308289,0.9497098922729492
0.10617943853139877,0.9636979699134827,0.1404138207435608,0.9535783529281616
0.10755158960819244,0.9629719257354736,0.13875605165958405,0.9497098922729492
0.10503718256950378,0.9610358476638794,0.13743926584720612,0.9555125832557678
0.10290540009737015,0.9627299308776855,0.14035241305828094,0.9545454382896423
0.10391433537006378,0.9610358476638794,0.1385820358991623,0.9564796686172485
0.1021842211484909,0.9641820192337036,0.13611219823360443,0.957446813583374
0.10036253184080124,0.9641820192337036,0.13426868617534637,0.9535783529281616
0.09956997632980347,0.9663600921630859,0.13437823951244354,0.9545454382896423
0.09866640716791153,0.9653920531272888,0.1354312300682068,0.9555125832557678
0.09845608472824097,0.9656340479850769,0.13243553042411804,0.9555125832557678
